0 nan nan nan nan nan nan 
1 12.4755894779 12.472725514 12.4688681553 12.4354506647 12.3642501939 11.7100314928 
2 12.468345113 12.4632073755 12.4562454127 12.3936668887 12.2620976321 11.3890794736 
3 12.4781913332 12.4699888618 12.4588773403 12.3644115541 12.1817924164 11.3001852124 
4 12.4817500717 12.4702989307 12.4551505511 12.3296096611 12.1003099037 11.2352031973 
5 12.477256972 12.462860738 12.4436298265 12.2861110694 12.0079494387 11.2054343229 
6 12.4869499255 12.4691614903 12.4456784064 12.2547330529 11.9140150974 11.1740271835 
7 12.4930306599 12.4717357231 12.4432730169 12.2163597818 11.8440439371 11.1628901504 
8 12.4825206646 12.4577504559 12.4247370078 12.1604165503 11.741475707 11.1422926975 
9 12.4424757304 12.4149942498 12.3785698768 12.0817885895 11.634028049 11.1712717436 
10 12.4599778941 12.428467535 12.3866807098 12.0555596754 11.5845568055 11.1092767562 
11 12.4901273646 12.4543523925 12.4073994993 12.0562335407 11.5703779075 11.1460120084 
12 12.4930548819 12.4543405355 12.4036365223 12.029505299 11.5354754899 11.175115601 
13 12.4592404635 12.4174477491 12.3627511097 11.9565088318 11.4609945675 11.1615980801 
14 12.4756948197 12.4292822002 12.3682933515 11.9221973779 11.4220919013 11.1386409715 
15 12.4637179962 12.4138798598 12.3487089309 11.8817719626 11.4001653817 11.2016076674 
16 12.452099705 12.3984193222 12.3282549223 11.8312812169 11.3730201418 11.1890520364 
17 12.4632171813 12.4044951053 12.3285705635 11.8072961211 11.3660811921 11.2070535178 
18 12.4491551737 12.388495113 12.3098475713 11.7665592203 11.354771767 11.1906281513 
19 12.5003922727 12.4339396805 12.3483419188 11.778008554 11.3561041258 11.2084445476 
20 12.4161699384 12.349295886 12.2626885664 11.6826289695 11.3458878129 11.2219496142 
21 12.4583750528 12.3868548326 12.2944280099 11.6939822709 11.3456935604 11.2116038522 
22 12.475659256 12.39950088 12.301581738 11.6805170926 11.3527869589 11.2647485048 
23 12.3968409351 12.3216045127 12.2245912087 11.6083178541 11.3452700139 11.2226843261 
24 12.4315650401 12.3508235504 12.2469016983 11.5990396371 11.3455101106 11.2381942619 
25 12.4414717003 12.357148581 12.2485402626 11.5859517853 11.3449631153 11.2154277413 
26 12.4273531112 12.3409738918 12.2300674828 11.5609328388 11.3480144951 11.2447889091 
27 12.3966989392 12.3064990201 12.1912851177 11.5161258891 11.3426006314 11.2247858532 
28 12.4362944422 12.3390415585 12.2153577388 11.5113334928 11.3469180207 11.239465644 
29 12.4447894492 12.3455811443 12.2188618144 11.5072027868 11.3436115846 11.2307001625 
30 12.4267396532 12.3253851878 12.1966031252 11.4851416658 11.3439778766 11.2326544441 
31 12.3937313467 12.2917704505 12.1625213489 11.461587371 11.3450726318 11.2384452258 
32 12.4149323239 12.3078636977 12.1725180272 11.4537894361 11.3476757174 11.2598449469 
33 12.4725659997 12.3574541641 12.2129206281 11.4585993587 11.3470941508 11.2544974411 
34 12.4313417751 12.3165072463 12.1722911587 11.4398391115 11.3503136377 11.2704895906 
35 12.4079962504 12.292887205 12.1476469225 11.4246070005 11.3456394631 11.247876133 
36 12.4416883371 12.3188761153 12.1652892663 11.419764186 11.3490415136 11.2672815536 
37 12.4686820047 12.3392289443 12.1786153179 11.4121591011 11.347979374 11.266858721 
38 12.5041556402 12.3691428459 12.2014643183 11.4121674958 11.3480203688 11.2744739709 
39 12.4607379061 12.326965608 12.1610662865 11.4000742485 11.3491150653 11.2718600288 
40 12.4947116923 12.3545121188 12.1802742314 11.3983356421 11.3477540144 11.2697778581 
41 12.4885496674 12.3444748134 12.1672912279 11.3884347271 11.3443849773 11.2595161807 
42 12.4906675246 12.3427892282 12.1621251837 11.3822874378 11.3434521354 11.2597774694 
43 12.5389470966 12.3844723119 12.1934922751 11.3834493403 11.3458038613 11.269816086 
44 12.5280157255 12.3676318917 12.1721769327 11.3736851928 11.3442036279 11.2677822872 
45 12.4984103927 12.3391438676 12.1442220851 11.3690025711 11.3419700817 11.2586552363 
46 12.474250744 12.3127286712 12.1154790697 11.3647623529 11.3425605467 11.2608814512 
47 12.4603206159 12.2962312638 12.0967038097 11.3584420549 11.3323697739 11.2260712472 
48 12.4986446395 12.3278896184 12.1188916382 11.3576871072 11.3343197902 11.2378784676 
49 12.4867724894 12.312138571 12.1005463233 11.3561481333 11.3324550525 11.236955186 
